name,code,cooperative,district,sub_county,parish,village,contact_person,phone_number,is_vsla,created_at
Anyim Lac VSLA group - Jinja,226,Agago District Farmers Association,Agago,Parabongo,Pacer,Jinja,,0776085185,,31-05-2023
Otam pi wa - Alel West,227,Adaa Cung Produce Dealers,Kitgum,Lagoro,Pawidi,Alel West,,0782315230,,31-05-2023
Agoro tokodo d vsla group,228,OLUPE OPONG RIVER BANK WECS,Agago,Geregere,Olupe,Agoro tokodo,,0787354108,,31-05-2023
Atula Central A Farmer group - Atula Central,229,OLUPE OPONG RIVER BANK WECS,Agago,Omot,Olupe,Atula Central,,0772578403,,31-05-2023
Opari Central A Group A - Opari Central A,230,OLUPE OPONG RIVER BANK WECS,Agago,Omot,Opari,Opari Central A,,0775568667,,31-05-2023
Opari Central A  Farmer Group - Opari Central,231,OLUPE OPONG RIVER BANK WECS,Agago,Omot,Opari,Opari Central,,0775568667,,31-05-2023
Atula A farmers group - Atula,232,OLUPE OPONG RIVER BANK WECS,Agago,Omot,Opari,Atula,,0775926160,,31-05-2023
Olupe Opong B Farmer Group - Olupe Opong,233,OLUPE OPONG RIVER BANK WECS,Agago,Geregere,Olupe,Olupe Opong,,0788576466,,31-05-2023
Agoro Kumolo A Farmer - Kumolo,234,OLUPE OPONG RIVER BANK WECS,Agago,Geregere,Olupe,Kumolo,,0778968800,,31-05-2023
Opari Te gweng A Farmers group - Opari Te Gweng A,235,Dano aye lonyo,Agago,Omot,Opari,Opari Te Gweng A,,0786117100,,31-05-2023
Opari Te gweng C Farmers group - Opari Te Gweng C,236,Agago District Farmers Association,Agago,Omot,Opari,Opari Te Gweng C,,0779940745,,31-05-2023
Atula B farmers group - Atula,237,Agago District Farmers Association,Agago,Omot,Opari,Atula,,0780145284,,31-05-2023
Opari Central B farmer group - Opari,238,Agago District Farmers Association,Agago,Omot,Opari,Opari,,0762361592,,31-05-2023
Atula C farmers group - Atula,239,Agago District Farmers Association,Agago,Omot,Opari,Atula,,0763270224,,31-05-2023
Agoro Tokodo C Farmers Group - Agoro Tokodo,240,Agago District Farmers Association,Agago,Geregere,Olupe,Agoro Tokodo,,0787972020,,31-05-2023
Opari Te Weng B - Opari Te Gweng,241,Agago District Farmers Association,Agago,Omot,Opari,Opari Te Gweng,,0773664056,,31-05-2023
Olupe Opong C Farmer Group - Olupe Opong,242,Agago District Farmers Association,Agago,Geregere,Olupe,Olupe Opong,,0784659173,,31-05-2023
Owolo A  Farmers Group - Owolo,243,Agago District Farmers Association,Agago,Arum,Agelec,Owolo,,0779706229,,31-05-2023
Omot East A Farmer group - Omot East A,244,Agago District Farmers Association,Agago,Arum,Agelec,Omot East A,,0781953603,,31-05-2023
Teikok ange - Alel West,245,Adaa Cung Produce Dealers,Kitgum,Lagoro,Pawidi,Alel West,,0780133429,,31-05-2023
Olupe Opong D Farmer Group - Olupe Opong,246,Agago District Farmers Association,Agago,Geregere,Olupe,Olupe Opong,,0760741923,,31-05-2023
Omot East B Farmer group - Omot East B,247,Agago District Farmers Association,Agago,Arum,Agelec,Omot East B,,0785718165,,31-05-2023
Agoro Tokodo A Farmers Group - Agoro Tokodo,248,Agago District Farmers Association,Agago,Geregere,Olupe,Agoro Tokodo,,0773607006,,31-05-2023
Agoro Tokodo B Farmers Group - Agoro Tokodo,249,Agago District Farmers Association,Agago,Geregere,Olupe,Agoro Tokodo,,0783002342,,31-05-2023
Ket Can Itic VSLA - Latang,250,Agago District Farmers Association,Kitgum,Lagoro,Pawidi,Latang,,0774085639,,31-05-2023
Ket Can Itic VSLA - Latang,251,Adaa Cung Produce Dealers,Kitgum,Lagoro,Pawidi,Latang,,0774085639,,31-05-2023
Diya City Farmers Group,252,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Lobe Luga,,0779138273,,31-05-2023
Diyo Cwiny ber Lagampir - Lagampir,253,Adaa Cung Produce Dealers,Kitgum,Lagoro,Pawidi,Lagampir,,0787005528,,31-05-2023
Ket Cwinyi Itic VSLA group - Dogora,254,Adaa Cung Produce Dealers,Kitgum,Lagoro,Pawidi,Dogora,,0775789921,,31-05-2023
Lobe Luga Group,255,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Lobe Luga,,0789695139,,31-05-2023
Ribbe Aye Teko - Lagampir,256,Adaa Cung Produce Dealers,Kitgum,Lagoro,Pawidi,Lagampir,,0764533103,,31-05-2023
Lobe Luge Women Group,257,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Lobe Luga,,0778539664,,31-05-2023
Ryemocan Farmers Group,258,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Lobe Luga,,0778738432,,31-05-2023
Rwot telo Too,259,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga,Lakes,,0787528022,,31-05-2023
Acholi Odeno Can VSLA,260,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Lobe Luga,,0779138273,,31-05-2023
Olupe Opong A Farmer Group - Olupe Opong,261,OLUPE OPONG RIVER BANK WECS,Agago,Geregere,Olupe,Olupe Opong,,0761312985,,31-05-2023
Danya Women Farmer group - Danya,262,Adaa Cung Produce Dealers,Kitgum,Lagoro,Lakwor,Danya,,0785470256,,31-05-2023
Ogeg Koyo VSLA,263,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Jamula,,0788245782,,31-05-2023
Tangi Ber VSLA,264,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Jamula,,0779271639,,31-05-2023
Kong Paco VSLA,265,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Jamula,,0785902165,,31-05-2023
Jamula One Sunflower Farmers,266,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Jamula,,0760997928,,31-05-2023
Rwot Omiyo,267,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Jamula,,071834839,,31-05-2023
Kemeriyot VSLA,268,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Jamula,,0787187455,,31-05-2023
Ribbe Ber Jamula VSLA,269,Lamwo Shea Nut Farmers Association,Lamwo,Paloga,Bungu,Jamula,,0771303623,,31-05-2023
Ot Tek Ki Wir VSLA farmer group - Kitwol,270,Pader Shea butter cooperative,Pader,Ajan,Pakeyo,Kitwol,,0789697276,,31-05-2023
Adek Cac VSLA group - Laregi B,271,Pader Shea butter cooperative,Pader,Ajan,Pakeyo,Larego B,,0786509709,,31-05-2023
Atula Central C Farmer group - Atula Central,272,OLUPE OPONG RIVER BANK WECS,Agago,Omot,Olupe,Atula Central,,0777435809,,31-05-2023
Owolo B Farmers Group - Owolo,273,OLUPE OPONG RIVER BANK WECS,Agago,Arum,Olupe,Owolo,,0772322145,,31-05-2023
Opari A  Farmer Group - Opari,274,OLUPE OPONG RIVER BANK WECS,Agago,Omot,Opari,Opari A,,0773178976,,31-05-2023
Olupe Ojuu A Farmer Group - Olupe Ojuu,275,OLUPE OPONG RIVER BANK WECS,Agago,Geregere,Olupe,Olupe Ojuu,,0772329991,,31-05-2023
Atula Central B Farmer group - Atula Central,276,OLUPE OPONG RIVER BANK WECS,Agago,Omot,Opari,Atula Central,,0782950730,,31-05-2023
Agoro Kumolo B Farmer - Kumolo,277,OLUPE OPONG RIVER BANK WECS,Agago,Geregere,Tenge,Agoro Kumolo,,0760875275,,31-05-2023
Olupe Ojuu B Farmer Group - Olupe Ojuu,278,OLUPE OPONG RIVER BANK WECS,Agago,Geregere,Olupe,Olupe Ojuu,,0778469619,,31-05-2023
Agoro Kumolo C Farmer - Kumolo,279,OLUPE OPONG RIVER BANK WECS,Agago,Geregere,Olupe,Agoro Kumolo,,0777384911,,31-05-2023
Pit Tek Farmers group - Lapeta,280,Agago District Farmers Association,Pader,Ajan,Pakeyo,Lapeta,,0780177818,,01-06-2023
Piny Pe Ruu kawange VSLA - Jinja,281,Agago District Farmers Association,Agago,Parabongo,Pacer,Jinja,,0783207233,,01-06-2023
Lakong Pe Pol - Wipolo,282,Agago District Farmers Association,Agago,Parabongo,Pacer,Wipolo,,0780806500,,01-06-2023
Calvary VSLA group - Wang kworo,283,Adaa Cung Produce Dealers,Kitgum,Lalano,Lakwor,Wang kworo,,0780886608,,01-06-2023
Tam pira VSLA group - Aloyi,284,Agago District Farmers Association,Agago,Parabongo,Pacer,Aloyi,,0784487065,,01-06-2023
Kok can ki kweri Famers group - Aloi,285,Agago District Farmers Association,Agago,Parabongo,Pacer,Aloi,,0774048031,,01-06-2023
Opo Lacen Farmer group - Lagampii,286,Adaa Cung Produce Dealers,Kitgum,Lagoro,Pawidi,Lagampii,,0780496118,,01-06-2023
wagwok anyim VSLA group - Jinja,287,Agago District Farmers Association,Agago,Parabongo,Pacer,Jinja,,0786459975,,02-06-2023
Pagwari Youth Foundation - Pagwari West,288,Pader Shea butter cooperative,Pader,Pader Town Council,Acoro Ward,Pagwari West,,0787393188,,02-06-2023
Mak tic ki kweri VSLA group - Atura,289,Agago District Farmers Association,Agago,Parabongo,Pacer,Atura,,0789277547,,02-06-2023
Ribbe ber Farmers group - Anaka Central,290,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Anaka,Anaka Central,,0788078795,,02-06-2023
Ribbe ber Farmers group - Jamaica,291,Adaa Cung Produce Dealers,Kitgum,Lalano,Lakwor,Jamaica,,0780258579,,02-06-2023
Dii Cwinyi Farmers Group - Jamaica,292,Adaa Cung Produce Dealers,Kitgum,Lalano,Lakwor,Jamaica,,0788669878,,02-06-2023
Teki akwo farmers group - Lapwomo,293,Agago District Farmers Association,Agago,Parabongo,Pacer,Lapwomo,,0781711046,,02-06-2023
Ripe Ber VSLA group - Agora,294,Pader Shea butter cooperative,Pader,Pader,Kilak,Agora,,0782375930,,03-06-2023
Wanen Anyim Farmers Group - Agora,295,Pader Shea butter cooperative,Pader,Pader,Kilak,Agora,,0789972969,,03-06-2023
Lacan Pe Kan Farmers Group - Biwang,296,Pader Shea butter cooperative,Pader,Pader,Kilak,Biwang,,0773348763,,03-06-2023
Mego Lonyo Farmers Group - Wot Ki wii South,297,Lokole cooperative,Agago,Lokole,Ngudi,Wot Ki wii South,,0785212130,,03-06-2023
Pi Litino VSLA group - Omukugungu,298,Lokole cooperative,Agago,Lokole,Kiwaro,Omukugungu,,0782025533,,03-06-2023
Cam Tic Farmers Group - Omuku gungu,299,Lokole cooperative,Agago,Lokole,Kiwaro,Omuku gungu,,0772340160,,03-06-2023
Lokole East Commercial Farmers Group - Omuku gungu,300,Lokole cooperative,Agago,Lokole,Kiwaro,Omuku gungu,,0775239079,,03-06-2023
Wanen Anyim con Farmers Group - Ogwil East,301,Pader Shea butter cooperative,Pader,Pader,Ogwil,Ogwil East,,0788704765,,03-06-2023
Bed ki gen vegetables growers - orom east village,302,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Kal,Lamwo,orom east,,0779759275,,04-06-2023
Lapit Pekun farners group - Laloo,303,Adaa Cung Produce Dealers,Kitgum,Lalano,Balakwa,Laloo,,0781715609,,04-06-2023
Atek ki tic vsla  mother group - Biwang,304,Agago District Farmers Association,Agago,Parabongo,Pacer,Biwang,,0776808482,,05-06-2023
Waneno ayim con,305,Agago District Farmers Association,Pader,Pader,Ogwil,Ogwil east,,0788704765,,05-06-2023
St bibyano chapel,306,Agago District Farmers Association,Pader,Pader,Ogwil,Ogwil,,0788704765,,05-06-2023
St bibyano chapel,307,Agago District Farmers Association,Pader,Pader,Ogwil,Ogwil,,0788704765,,05-06-2023
Loca parwot women's business group,308,Agago District Farmers Association,Pader,Pader,Kilak,Obotajali,,0779771207,,05-06-2023
Watemo gum. Vsla Farmers group,309,Agago District Farmers Association,Pader,Pader,Ongany,Laberdog,,0777443031,,05-06-2023
Watemo gum. Vsla Farmers group,310,Agago District Farmers Association,Pader,Pader,Ongany,Laberdog,,0777443031,,05-06-2023
Watemo gum. Vsla Farmers group,311,Agago District Farmers Association,Pader,Pader,Ongany,Laberdog,,0777443031,,05-06-2023
Oryemcan ki kirri Farmers group,312,Agago District Farmers Association,Pader,Pader,Ogwil,Ogwil west,,0777074362,,06-06-2023
Oryemcan ki kirri Farmers group,313,Agago District Farmers Association,Pader,Pader,Ogwil,Ogwil west,,0777074362,,06-06-2023
Dii be cwinyi Farmers group,314,Pader Shea butter cooperative,Pader,Pader,Kilak,Obotajali,,0773738669,,06-06-2023
Kony Lawoti VSLA group - Gulu gwen,315,Adaa Cung Produce Dealers,Kitgum,Lagoro,Pawidi,Gulu gwen,,0780769383,,06-06-2023
Ocemo imeja Women's Group - Ocemo imeja,316,ANEPKIDE-OLILIM PDM SACCO LTD,Otuke,Olilim,Anepkide,Ocemo imeja,,0787833662,,06-06-2023
Note en Teko Women's group - Ewit,317,Angetta-Olilim PDM savings and Cooperatives LTD,Otuke,Olilim,Angetta,Ewit,,0777072887,,06-06-2023
Danya Women Farmers Group danya,318,Adaa Cung Produce Dealers,Kitgum,Lalano,Lakwor,Lakwor,,0762784687,,06-06-2023
Lubanga Konywa Farmer Group,319,Adaa Cung Produce Dealers,Kitgum,Lalano,Lakwor,Lakwor,,0785131330,,06-06-2023
Dii Cwinyi Women's Group - Obote Jali,320,Pader Shea butter cooperative,Pader,Pader,Kilak,Obote Jali,,0783358732,,07-06-2023
Ribbe Kelo Kuc Women Group - Tyer,321,Pader Shea butter cooperative,Pader,Pader,Tyer,Tyer,,0774906022,,07-06-2023
Par pi Lawoti village VSLA group - Wang Col,322,Pader Shea butter cooperative,Pader,Pader,Tyer,Wang Col,,0787641041,,07-06-2023
Oryem Can Ki Tic VSLA group - Tyer,323,Pader Shea butter cooperative,Pader,Pader,Tyer,Tyer,,0784889233,,07-06-2023
Lucan cuke vsla group - Pandwong cell,324,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Bwomono Ward,Pandwong cell,,0788634262,,07-06-2023
gen cingi VSLA group - Pandwong cell,325,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Bwomono Ward,Pandwong cell,,0772969357,,07-06-2023
Kica ber vsla group - Akuna,326,Adaa Cung Produce Dealers,Kitgum,Lalano,Laber,Akuna,,0780191667,,07-06-2023
Loowiyi VSLA group - Pandwong,327,Lamwo Shea Nut Farmers Association,Lamwo,Palabek Kal Town Council,Bwomono Ward,Pandwong,,0789895344,,07-06-2023
Rwot telo yoo,328,Dano aye lonyo,Kitgum,Lagoro,Laber,Dagopany,,075476817,,07-06-2023
Tikikomi wek kinong gum group,329,Agago District Farmers Association,Agago,Pader,Ogwil,Kilak central b,,0777539675,,07-06-2023
To kikomi wek kinong gum group,330,Agago District Farmers Association,Agago,Pader,Ogwil,Kilak central b,,0777539675,,07-06-2023
To kikomi wek kinong gum group,331,Agago District Farmers Association,Agago,Pader,Ogwil,Kilak central b,,0777539675,,07-06-2023
Wamak Mer farmers group - Kiwaro,332,Lokole cooperative,Agago,Lokole,Kiwaro,Kiwaro,,0783264221,,07-06-2023
Watemo Youth group - Nang,333,Lokole cooperative,Agago,Lokole,Kiwaro,Nang,,0785949318,,07-06-2023
Kitwon kede Kimii farmers group - Lwaja Central,334,Lokole cooperative,Agago,Lokole,Olung,Lwaja Central,,0776069260,,07-06-2023
Ladyer Farmer Field School - Loborom Village,335,Gwok manongo cooperative,Agago,Paimol,Pacabol,Loborom Village,,0780371147,,08-06-2023
Kica ber vsla group - Anaka,336,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Anaka,Anaka,,0770789906,,08-06-2023
Anaka tree Planting group - Anaka Central,337,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Anaka,Anaka Central,,0760617355,,08-06-2023
Konye Keni farmers group - Tong wiri,338,Gwok manongo cooperative,Agago,Paimol,Pacabol,Tong wiri,,0761406702,,08-06-2023
Mak Kweri vsla group - Anaka central,339,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Anaka,Anaka central,,0772967894,,08-06-2023
Tic BerVSLA group - Anaka East,340,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Anaka,Anaka East,,0763155937,,08-06-2023
Kony lawoti vsla group - Anaka East,341,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Anaka,Anaka East,,0776559646,,08-06-2023
Tera mot vsla group - Anaka south,342,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Anaka,Anaka south,,0774398942,,08-06-2023
Palapul Farmers group - Anaka South,343,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Anaka,Anaka South,,0750170978,,08-06-2023
Pite yela farmers group - Atece Atece A,344,Omot Farmers Cooperative Society ltd,Agago,Omot,Barima,Atece Atece A,,0773292904,,09-06-2023
Oribe kenwa farmers group - Atece A,345,Omot Farmers Cooperative Society ltd,Agago,Omot,Barima,Atece A,,0775035211,,09-06-2023
Gen lubanga vsla labilo group - labilo A,346,Adaa Cung Produce Dealers,Agago,Lagoro,Labilo,labilo A,,0775320906,,09-06-2023
Pi gangwa youth group - Labilo,347,Adaa Cung Produce Dealers,Kitgum,Lagoro,Labilo,Labilo,,0776069934,,09-06-2023
Emanzi men community group - Atece Atece B,348,Omot Farmers Cooperative Society ltd,Agago,Omot,Atece,Atece Atece B,,0776382205,,09-06-2023
lapur gwok kiti - Wiidwol,349,GWOK MA INONGO COOPERATIVE,Agago,Lokole,Pacabol,Wiidwol,,0783491037,,09-06-2023
Ber ki lwak farmers group - Wiidol,350,GWOK MA INONGO COOPERATIVE,Agago,Lokole,Pacabol,Wiidol,,0777701708,,09-06-2023
Anyim pire tek-VSLA - Akworo cell,351,GWOK MA INONGO COOPERATIVE,Agago,Agago Town Council,Pacabol,Akworo cell,,0771441423,,09-06-2023
Orip Ciny Farmer Group-Biarobia,352,APWOR - PURANGA PDM SACCO,Pader,Puranga,Agwel,Biarobia,,0777112773,,09-06-2023
Konye keni VSLA group - Alero,353,Adaa Cung Produce Dealers,Kitgum,Lagoro,Laber,Alero,,0782567684,,09-06-2023
COO OJALO MON PIT GROUP - ALERO,354,Adaa Cung Produce Dealers,Kitgum,Lagoro,Laber,ALERO,,0782567684,,09-06-2023
Akwo kwene vsla - labilo B,355,Adaa Cung Produce Dealers,Kitgum,Lagoro,Labilo,labilo B,,0760715230,,09-06-2023
Cancoya vsla - labilo B,356,Adaa Cung Produce Dealers,Kitgum,Lagoro,Labilo,labilo B,,0782631544,,09-06-2023
Orip Ciny farmers group - Barobia B,357,Agwel puranga PDM SACCO,Pader,Puranga,Agwel,Barobia B,,0777112773,,09-06-2023
Ryem can ikweri farmers group - Tegweng,358,Agwel puranga PDM SACCO,Pader,Puranga,Agwel,Tegweng,,0782750945,,09-06-2023
DII CUNYI ACEK-KENE FAMERS GROUP - Acek kene,359,APWOR - PURANGA PDM SACCO,Pader,Puranga,Agwel,Acek kene,,0785714462,,09-06-2023
AKEMOKOCH MARKET VENDER - AKOMOKOCH,360,Pader Shea butter cooperative,Pader,Pader,Tyer,AKOMOKOCH,,0772359779,,10-06-2023
Lacwech aye Mio VSLA - Jinja,361,Agago District Farmers Association,Agago,Parabongo,Pacer,Jinja,,0782951505,,10-06-2023
poopira vsla group - Palaro,362,Agago District Farmers Association,Agago,Parabongo,Pacer,Palaro,,0772153907,,10-06-2023
Bed igen VSLA group - Kulu ocwici,363,Agwel puranga PDM SACCO,Pader,Puranga,Agwel,Kulu ocwici,,0787544092,,10-06-2023
Dong Lobo pi Anyim - Tegweng,364,Agwel puranga PDM SACCO,Pader,Puranga,Agwel,Tegweng,,0761340054,,10-06-2023
Bed idano VSLA group - Bar Obia,365,Agwel puranga PDM SACCO,Pader,Puranga,Agwel,Bar Obia,,0774613643,,10-06-2023
Mia Ba farmers association - Bar Obia,366,Agwel puranga PDM SACCO,Pader,Puranga,Agwel,Bar Obia,,0780312833,,10-06-2023
Karacel Watwero Farmers group - Lacekomyella,367,Agwel puranga PDM SACCO,Pader,Puranga,Agwel,Lacekomyella,,0782860208,,10-06-2023
Note En Teko - Acek-kene,368,Agwel puranga PDM SACCO,Pader,Puranga,Agweng,Acek-kene,,0788327712,,10-06-2023
Ket Can itic farmers group - Lacekomyela,369,Agwel puranga PDM SACCO,Pader,Puranga,Agwel,Lacekomyela,,0779173518,,10-06-2023
Apwoyo oo Farmers group - Kulu Ocwici,370,Agwel puranga PDM SACCO,Pader,Puranga,Agwel,Kulu Ocwici,,0785403605,,10-06-2023
Wajolo paco vsla group - Obokolot,371,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga,Obokolot,,0785350700,,10-06-2023
Rwot telo yoo Lakwa vsla - Lakwa,372,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga,Lakwa,,0787528022,,10-06-2023
child mother's nusary tree planting - Obokolot,373,Lamwo Shea Nut Farmers Association,Lamwo,Palabek-Gem,Patanga,Obokolot,,0776873347,,10-06-2023
Tem gummi VSLA group - Kokil,374,GWOK MA INONGO COOPERATIVE,Agago,Paimol,Pacabol,Kokil,,0771758524,,10-06-2023
Kica ber farmer group - Lukaloye A,375,Pader Shea butter cooperative,Pader,Ajan,Pakeyo,Lukaloye A,,0764446019,,10-06-2023
Pe yero farmers group - Laguti,376,Pader Shea butter cooperative,Pader,Ajan,Lapyem,Laguti,,0784495508,,10-06-2023
Bedi mara VSLA group - Lacekomyela,377,Agwel puranga PDM SACCO,Pader,Puranga,Agwel,Lacekomyela,,0777243057,,10-06-2023
Lacan ma gene farmers group - Lacekomyela,378,Agwel puranga PDM SACCO,Pader,Puranga,Agwel,Lacekomyela,,0779294368,,10-06-2023
Nen kori farmer group - Lacekomyela,379,Agwel puranga PDM SACCO,Pader,Puranga,Agwel,Lacekomyela,,0777338650,,10-06-2023
Jo ma pe ngeyo goro VSLA - Kweyo North,380,Lokole cooperative,Agago,Lokole,Olung,Kweyo North,,0776713814,,10-06-2023
Lapur Gwok kiti vsla-wiidol central,381,Lokole cooperative,Agago,Lokole,Wiidwol,Wiidol central,,0783491037,,10-06-2023
Ber ki Iwak farmer -wiidol south,382,Lokole cooperative,Agago,Lokole,Wiidwol,Wiidol south,,0777701708,,10-06-2023
Anyim pire tek farmer -Akworo cell,383,Lokole cooperative,Agago,Lokole,Ngora,Akworo cell,,0771441423,,10-06-2023
Tii Ki Komi VSLA group - Wang Olim,384,Agago District Farmers Association,Agago,Kuywee,Bombo,Wang Olim,,0785974409,,11-06-2023
Jing komi vsla group-ogwil east.,385,Pader Shea butter cooperative,Pader,Pader,Ogwil,Ogwil east,,0779740136,,11-06-2023
Rubanga Ngeyo Catholic church - Bombo Central,386,Agago District Farmers Association,Agago,Kuywee,Bombo,Bombo Central,,0777810727,,11-06-2023
Gen bedi women's group - Wangcol,387,Pader Shea butter cooperative,Pader,Pader,Tyer,Wangcol,,0773848430,,11-06-2023
Labonge Lworo women's group - Ogwil Central,388,Pader Shea butter cooperative,Pader,Pader,Ogwil,Ogwil Central,,0762711445,,11-06-2023
Tic ber united farmer group - Kokil,389,Pader Shea butter cooperative,Pader,Paimol,Pacabol,Kokil,,0788126135,,11-06-2023
Atek ki lwak vsla group-lacekomyela,390,APWOR - PURANGA PDM SACCO,Pader,Pader,Agwel,Lacekomyela,,0774291410,,11-06-2023
TII KI GEN VSLA GROUP - DAGO PANY,391,Adaa Cung Produce Dealers,Kitgum,Lalano,Tyer,DAGO PANY,,0787326574,,11-06-2023
OGONYO RIBE PIGEEY PROJECT - Apwor,392,APWOR - PURANGA PDM SACCO,Pader,Puranga,Apwor,Apwor,,0773893596,,12-06-2023
Rwot aye Mio farmers group - Palaro,393,Agago District Farmers Association,Agago,Parabongo,Pacer,Palaro,,0773693531,,12-06-2023
Tute ki kwoni vsla - Lanyatono,394,Dano aye lonyo,Kitgum,Lagoro,Labilo,Lanyatono,,0761168815,,12-06-2023
Lobo wirre vsla - Lanyatono,395,Dano aye lonyo,Kitgum,Lagoro,Labilo,Lanyatono,,0784140388,,12-06-2023
Otam piwa saving Group - Opwony ward,396,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pabali,Opwony ward,,0777298407,,12-06-2023
Otam piwa Farmers Group - Abilnino west,397,Parabong Oil Seed Co-op Ent,Agago,Parabongo,Pabala,Abilnino west,,Odong Dareal,,12-06-2023
Par Pi Waa farmers group - Alongotek,398,Omot Farmers Cooperative Society ltd,Agago,Omot,Barima,Alongotek,,0787331205,,12-06-2023
`Amin Awili Animal traction - Amin Awili,399,OKEE PARISH PDM SACCO,Otuke,Adwari,Okee,Amin Awili,,0760492168,,13-06-2023
Wii VSLA group- Labora,400,Dano aye lonyo,Kitgum,Lagoro,Wigweng Ward,Labora,,0771646190,,13-06-2023
Ket Can Itic - Kamdini,401,OKEE PARISH PDM SACCO,Otuke,Adwari,Okee,Kamdini,,0787795675,,13-06-2023
Obanga Twero farmers group- Akwac East,402,OKEE PARISH PDM SACCO,Otuke,Adwari,Okee,Akwac East,,0786276932,,13-06-2023
Can Opwonya Farmers Group - Onyon,403,OKEE PARISH PDM SACCO,Otuke,Adwari,Okee,Onyon,,0764101243,,13-06-2023
Orib Cing Farmers Group - Obel,404,OKEE PARISH PDM SACCO,Otuke,Adwari,Okee,Obel,,0764253236,,13-06-2023
Bed Imar Farmers Group - Akwac East,405,OKEE PARISH PDM SACCO,Otuke,Adwari,Okee,Akwac East,,0776520091,,13-06-2023
Alemu Integrated Farmers group - Alemu,406,Angetta-Olilim PDM savings and Cooperatives LTD,Otuke,Olilim,Anepkide,Alemu,,0784824979,,14-06-2023
Dii Cwinyi Farmers groiup - Ocego,407,ANEPKIDE-OLILIM PDM SACCO LTD,Otuke,Olilim,Anepkide,Ocego,,0785532164,,14-06-2023
Amedo Farmers Group - Ocoko Imaki,408,ANEPKIDE-OLILIM PDM SACCO LTD,Otuke,Olilim,Anepkide,Ocoko Imaki,,0782247086,,14-06-2023
Awido Awula Rice Scheme group - Awido Awula,409,ANEPKIDE-OLILIM PDM SACCO LTD,Otuke,Olilim,Anepkide,Awido Awula,,0784665406,,14-06-2023
